AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;karrikin;strigolactone;summary;summary_detailed;abscisic_acid_evidence_code;auxin_evidence_code;brassinosteroid_evidence_code;cytokinin_evidence_code;ethylene_evidence_code;gibberellin_evidence_code;jasmonic_acid_evidence_code;salicylic_acid_evidence_code;karrikin_evidence_code;strigolactone_evidence_code;CountIEP;CountExclusiveIEP;pieVec
AT5G53760;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;;;;;;;;;;;;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G57090;0;1;0;0;1;0;0;0;0;0;multiple;auxin,ethylene;;IBA,IMP,IDA,ISS;;;IMP;;;;;;0;0;piechart: valuelist="0,1,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G11680;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G17060;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IDA,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G20330;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G76090;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G03760;0;0;1;0;0;0;0;1;0;0;multiple;brassinosteroid,salicylic acid;;;IDA;;;;;IMP;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G14920;0;0;1;1;0;0;0;0;0;0;multiple;brassinosteroid,cytokinin;;;IDA;IEP;;;;;;;1;1;piechart: valuelist="0,0,1,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G13730;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G19820;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IDA,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G30180;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA,IDA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G50660;0;0;1;0;0;0;1;0;0;0;multiple;brassinosteroid,jasmonic acid;;;IMP,IBA,IEP;;;;IGI,IMP;;;;1;0;piechart: valuelist="0,0,1,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G36380;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP,IMP,IBA;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G05690;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IBA,IEP;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G13170;1;0;1;0;0;0;0;1;0;0;multiple;abscisic acid,brassinosteroid,salicylic acid;IEP;;;;;;;IEP;;;2;2;piechart: valuelist="1,0,1,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G38970;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA,IDA,IEP,TAS;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G26710;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP,IBA,IMP,IDA;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G36800;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IDA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G55610;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G13380;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G39400;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP,IMP;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G03445;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IGI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G07340;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G08420;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G16390;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G18400;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G19350;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G24590;0;1;1;0;0;0;0;0;0;0;multiple;auxin,brassinosteroid;;IEP;;;;;;;;;1;1;piechart: valuelist="0,1,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G31880;1;1;1;1;0;0;0;0;0;0;multiple;abscisic acid,auxin,brassinosteroid,cytokinin;IMP;IMP,IDA;;IMP;;;;;;;0;0;piechart: valuelist="1,1,1,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G32130;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G35140;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G61110;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G67260;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G69010;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G71830;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G73830;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G75080;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G78700;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G16910;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G17230;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G18550;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G27210;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G30980;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IPI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G11980;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G16570;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP;;;;;;;;1;1;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G23770;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G28470;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G28910;0;1;1;0;1;1;1;1;0;0;multiple;auxin,brassinosteroid,ethylene,gibberellin,jasmonic acid,salicylic acid;;IEP;;;IEP;IEP;IEP;IEP;;;5;5;piechart: valuelist="0,1,1,0,1,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G29030;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G42960;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G48430;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G50750;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G51590;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G00710;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G03080;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G08950;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G18710;0;1;1;0;0;0;0;0;0;0;multiple;auxin,brassinosteroid;;IMP;IMP;;;;;;;;0;0;piechart: valuelist="0,1,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G18890;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G27330;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G28395;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G30610;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI,IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G33430;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI,IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G35230;1;0;1;0;0;0;0;0;0;0;multiple;abscisic acid,brassinosteroid;IDA;;IBA,IDA;;;;;;;;0;0;piechart: valuelist="1,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G36540;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G36780;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G04240;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G08130;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IGI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G12210;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G22260;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP;;;;;;;;1;1;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G38860;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G42750;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G46570;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA,IDA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G51550;0;0;1;0;0;0;0;0;1;0;multiple;brassinosteroid,karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,1,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G52240;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G56110;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G58220;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G61430;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G62320;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;;;;;;;;;;;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
ATLOG4;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;;;;;;;;;;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G19160;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;TAS,IGI,IBA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G24650;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IGI,IBA,IMP;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G19500;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;ISS,TAS,IMP;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
